Gene	HUGO	Chromosome	Strand	Transcript	TranscriptLength	nIntrons	IntronNb	IntronLength	IntronStart	IntronEnd	canonical
ENSG00000119899	SLC17A5	6	-1	ENST00000355773	3455	10	5	13420	74331685	74345105	1
ENSG00000218459	RPS27P15	6	1	ENST00000402023	252	0	-9	-9	-9	-9	1
ENSG00000156535	CD109	6	1	ENST00000287097	5882	32	1	25679	74407295	74432974	1
ENSG00000264884	AL590684.1	6	-1	ENST00000584571	98	0	-9	-9	-9	-9	1
ENSG00000111799	COL12A1	6	-1	ENST00000322507	11723	65	12	9259	75875495	75884754	1
ENSG00000111799	COL12A1	6	-1	ENST00000345356	5886	50	1	50238	75862198	75912436	0
ENSG00000112695	COX7A2	6	-1	ENST00000370081	914	4	0	6183	75953589	75959772	1
ENSG00000112697	TMEM30A	6	-1	ENST00000230461	4594	6	0	16654	75977464	75994118	1
ENSG00000118407	FILIP1	6	-1	ENST00000237172	4580	5	0	78436	76124694	76203130	1
ENSG00000118407	FILIP1	6	-1	ENST00000237172	4580	5	1	51780	76072633	76124413	1
ENSG00000203489	HMGB1P39	6	-1	ENST00000366304	880	0	-9	-9	-9	-9	1
ENSG00000221332	U3	6	-1	ENST00000408405	207	0	-9	-9	-9	-9	1
ENSG00000201291	U1	6	-1	ENST00000364421	157	0	-9	-9	-9	-9	1
ENSG00000219722	RPL26P20	6	1	ENST00000403318	432	0	-9	-9	-9	-9	1
ENSG00000252137	U6	6	1	ENST00000516328	91	0	-9	-9	-9	-9	1
ENSG00000112701	SENP6	6	1	ENST00000447266	6501	23	0	18956	76312292	76331248	1
ENSG00000252498	U6	6	1	ENST00000516689	94	0	-9	-9	-9	-9	1
ENSG00000200091	7SK	6	-1	ENST00000363221	330	0	-9	-9	-9	-9	1
ENSG00000196586	MYO6	6	1	ENST00000369985	5651	32	0	68078	76459140	76527218	0
ENSG00000252156	U6	6	-1	ENST00000516347	100	0	-9	-9	-9	-9	1
ENSG00000223169	RNA5SP209	6	-1	ENST00000411237	97	0	-9	-9	-9	-9	1
ENSG00000112706	IMPG1	6	-1	ENST00000369950	3558	16	11	51824	76660811	76712635	1
ENSG00000200040	Y_RNA	6	1	ENST00000363170	113	0	-9	-9	-9	-9	1
ENSG00000222652	U6	6	1	ENST00000410720	107	0	-9	-9	-9	-9	1
ENSG00000238697	U6	6	-1	ENST00000459506	102	0	-9	-9	-9	-9	1
ENSG00000238353	U6	6	-1	ENST00000459338	102	0	-9	-9	-9	-9	1
ENSG00000135312	HTR1B	6	-1	ENST00000369947	1543	0	-9	-9	-9	-9	1
ENSG00000219253	RPS6P7	6	1	ENST00000406279	553	0	-9	-9	-9	-9	1
ENSG00000252932	SNORD112	6	1	ENST00000517123	71	0	-9	-9	-9	-9	1
ENSG00000146243	IRAK1BP1	6	1	ENST00000369940	1157	3	0	17487	79577608	79595095	1
ENSG00000146247	PHIP	6	-1	ENST00000275034	5781	39	5	17475	79752720	79770195	1
ENSG00000251969	AL356776.1	6	-1	ENST00000516160	77	0	-9	-9	-9	-9	1
ENSG00000118418	HMGN3	6	-1	ENST00000344726	872	5	0	19524	79924739	79944263	1
ENSG00000201464	Y_RNA	6	-1	ENST00000364594	104	0	-9	-9	-9	-9	1
ENSG00000218748	DBIP1	6	-1	ENST00000401435	260	0	-9	-9	-9	-9	1
ENSG00000135338	LCA5	6	-1	ENST00000392959	4719	8	3	19462	80203467	80222929	1
ENSG00000198478	SH3BGRL2	6	1	ENST00000369838	4649	3	0	42108	80341223	80383331	1
ENSG00000221470	AL132875.1	6	-1	ENST00000408543	93	0	-9	-9	-9	-9	1
ENSG00000118402	ELOVL4	6	-1	ENST00000369816	3042	5	0	20799	80636098	80656897	1
ENSG00000218582	GAPDHP63	6	-1	ENST00000405405	1007	0	-9	-9	-9	-9	1
ENSG00000220311	RPL35AP18	6	1	ENST00000404414	305	0	-9	-9	-9	-9	1
ENSG00000112742	TTK	6	1	ENST00000369798	3010	21	9	7738	80724303	80732041	1
ENSG00000217377	AK4P5	6	-1	ENST00000404520	634	0	-9	-9	-9	-9	1
ENSG00000083123	BCKDHB	6	1	ENST00000356489	1514	10	7	69923	80912929	80982852	0
ENSG00000083123	BCKDHB	6	1	ENST00000356489	1514	10	8	70443	80982938	81053381	0
ENSG00000219547	RPL17P25	6	-1	ENST00000404330	555	0	-9	-9	-9	-9	1
ENSG00000112773	FAM46A	6	-1	ENST00000412306	546	2	0	256477	82204830	82461307	0
ENSG00000112773	FAM46A	6	-1	ENST00000320172	5609	2	1	1119	82460188	82461307	1
ENSG00000269494	AL359693.1	6	-1	ENST00000597800	231	0	-9	-9	-9	-9	1
ENSG00000212336	RNA5SP210	6	1	ENST00000391034	120	0	-9	-9	-9	-9	1
ENSG00000206886	SNORA70	6	1	ENST00000384159	133	0	-9	-9	-9	-9	1
ENSG00000005700	IBTK	6	-1	ENST00000306270	6054	28	24	9045	82891745	82900790	1
ENSG00000223044	U6	6	-1	ENST00000411112	103	0	-9	-9	-9	-9	1
ENSG00000146242	TPBG	6	1	ENST00000369750	6484	1	0	715	83073625	83074340	1
ENSG00000118420	UBE3D	6	-1	ENST00000369747	1917	9	7	61523	83667169	83728692	1
ENSG00000118420	UBE3D	6	-1	ENST00000369747	1917	9	8	64270	83602761	83667031	1
ENSG00000220091	LAP3P1	6	-1	ENST00000403648	294	0	-9	-9	-9	-9	1
ENSG00000083097	DOPEY1	6	1	ENST00000349129	8210	38	0	28952	83777498	83806450	1
ENSG00000214479	AL139333.1	6	1	ENST00000398400	54	1	0	110	83782711	83782821	1
ENSG00000013375	PGM3	6	-1	ENST00000506587	1971	13	4	4030	83892697	83896727	1
ENSG00000013392	RWDD2A	6	1	ENST00000369724	1349	2	1	943	83904371	83905314	1
ENSG00000065833	ME1	6	-1	ENST00000369705	3371	13	5	61572	83963457	84025029	1
ENSG00000065833	ME1	6	-1	ENST00000541327	1872	11	0	78738	84061858	84140596	0
ENSG00000252309	AL391416.1	6	1	ENST00000516500	86	0	-9	-9	-9	-9	1
ENSG00000146250	PRSS35	6	1	ENST00000536636	2604	2	0	8841	84222413	84231254	1
ENSG00000065609	SNAP91	6	-1	ENST00000439399	4452	29	1	42217	84375300	84417517	1
ENSG00000203877	RIPPLY2	6	1	ENST00000369689	664	3	2	3081	84563880	84566961	1
ENSG00000065615	CYB5R4	6	1	ENST00000369681	2255	15	1	29194	84574047	84603241	1
ENSG00000135324	MRAP2	6	1	ENST00000257776	2153	3	2	26099	84772711	84798810	1
ENSG00000135315	KIAA1009	6	-1	ENST00000403245	5156	26	24	20175	84836231	84856406	1
ENSG00000226309	SMARCE1P2	6	-1	ENST00000442896	1219	0	-9	-9	-9	-9	1
ENSG00000112837	TBX18	6	-1	ENST00000369663	4408	7	3	8611	85457805	85466416	1
ENSG00000216439	DUTP5	6	-1	ENST00000406790	469	0	-9	-9	-9	-9	1
ENSG00000135318	NT5E	6	1	ENST00000257770	3548	8	0	16582	86160196	86176778	1
ENSG00000135317	SNX14	6	-1	ENST00000314673	3486	28	0	19201	86284096	86303297	1
ENSG00000135316	SYNCRIP	6	-1	ENST00000369622	3023	10	5	12855	86333830	86346685	1
ENSG00000220563	PKMP3	6	-1	ENST00000405497	715	0	-9	-9	-9	-9	1
ENSG00000203875	SNHG5	6	-1	ENST00000587692	1029	3	2	11277	86375865	86387142	1
ENSG00000207066	SNORD50A	6	-1	ENST00000384338	75	0	-9	-9	-9	-9	1
ENSG00000201865	SNORD50B	6	-1	ENST00000364995	70	0	-9	-9	-9	-9	1
ENSG00000198738	SMIM11P1	6	-1	ENST00000369586	862	0	-9	-9	-9	-9	1
ENSG00000222686	U4	6	1	ENST00000410754	173	0	-9	-9	-9	-9	1
ENSG00000200427	Y_RNA	6	-1	ENST00000363557	117	0	-9	-9	-9	-9	1
ENSG00000202103	U4	6	-1	ENST00000365233	139	0	-9	-9	-9	-9	1
ENSG00000221101	AL391417.1	6	-1	ENST00000408174	109	0	-9	-9	-9	-9	1
ENSG00000168830	HTR1E	6	1	ENST00000369584	1919	2	1	69628	87655240	87724868	0
ENSG00000168830	HTR1E	6	1	ENST00000305344	2039	1	0	77327	87647541	87724868	1
ENSG00000252697	7SK	6	1	ENST00000516888	304	0	-9	-9	-9	-9	1
ENSG00000135346	CGA	6	-1	ENST00000369582	710	3	0	6806	87797925	87804731	1
ENSG00000215477	RCN1P1	6	-1	ENST00000400413	996	0	-9	-9	-9	-9	1
ENSG00000188994	ZNF292	6	1	ENST00000369577	10610	7	0	60144	87865477	87925621	1
ENSG00000188994	ZNF292	6	1	ENST00000518845	277	1	0	87716	87865477	87953193	0
ENSG00000164411	GJB7	6	-1	ENST00000525899	2281	2	1	37927	87994657	88032584	1
ENSG00000216990	HSPD1P10	6	1	ENST00000404829	1676	0	-9	-9	-9	-9	1
ENSG00000111850	SMIM8	6	1	ENST00000392863	2434	3	0	8060	88032350	88040410	1
ENSG00000203872	C6orf163	6	1	ENST00000388923	1296	4	3	8458	88066221	88074679	1
ENSG00000203871	C6orf164	6	1	ENST00000369570	1560	1	0	1061	88108095	88109156	1
ENSG00000213204	C6orf165	6	1	ENST00000369562	2196	12	10	25969	88144771	88170740	1
ENSG00000218698	ST13P16	6	-1	ENST00000401760	781	0	-9	-9	-9	-9	1
ENSG00000164414	SLC35A1	6	1	ENST00000369552	1851	7	1	22969	88187257	88210226	1
ENSG00000206715	U6	6	1	ENST00000383988	108	0	-9	-9	-9	-9	1
ENSG00000146282	RARS2	6	-1	ENST00000369536	1818	19	0	20332	88279308	88299640	1
ENSG00000135336	ORC3	6	1	ENST00000257789	2501	19	12	16630	88346204	88362834	1
ENSG00000135334	AKIRIN2	6	-1	ENST00000257787	1662	4	0	19687	88391481	88411168	1
ENSG00000224345	AKIRIN2-AS1	6	1	ENST00000420494	413	1	0	604	88410564	88411168	1
ENSG00000207131	Y_RNA	6	-1	ENST00000384402	113	0	-9	-9	-9	-9	1
ENSG00000211983	AL138919.1	6	-1	ENST00000390694	88	0	-9	-9	-9	-9	1
ENSG00000118434	SPACA1	6	1	ENST00000237201	1499	6	0	5833	88757831	88763664	1
ENSG00000118432	CNR1	6	-1	ENST00000537554	8974	1	0	2327	88855056	88857383	1
ENSG00000220267	ACTBP8	6	-1	ENST00000403258	1108	0	-9	-9	-9	-9	1
ENSG00000111880	RNGTT	6	-1	ENST00000369485	4434	15	12	91355	89388138	89479493	1
ENSG00000111880	RNGTT	6	-1	ENST00000369485	4434	15	13	63958	89324114	89388072	1
ENSG00000111880	RNGTT	6	-1	ENST00000265607	4394	14	10	74483	89479593	89554076	0
ENSG00000222145	SNORA73	6	-1	ENST00000410213	189	0	-9	-9	-9	-9	1
ENSG00000203863	AL079342.1	6	1	ENST00000369474	2440	0	-9	-9	-9	-9	1
ENSG00000223001	U2	6	-1	ENST00000411069	191	0	-9	-9	-9	-9	1
ENSG00000146278	PNRC1	6	1	ENST00000336032	2065	1	0	2319	89791153	89793472	1
ENSG00000154548	SRSF12	6	-1	ENST00000452027	3599	4	0	10565	89816977	89827542	1
ENSG00000146281	PM20D2	6	1	ENST00000275072	4708	6	1	3630	89859132	89862762	1
ENSG00000146276	GABRR1	6	-1	ENST00000454853	2820	9	0	13716	89913204	89926920	1
ENSG00000111886	GABRR2	6	-1	ENST00000602399	1631	8	1	28037	89981441	90009478	1
ENSG00000220418	TUBB3P1	6	1	ENST00000405796	1332	0	-9	-9	-9	-9	1
ENSG00000198833	UBE2J1	6	-1	ENST00000435041	4290	7	0	8783	90053475	90062258	1
ENSG00000025039	RRAGD	6	-1	ENST00000369415	4900	6	0	24256	90097309	90121565	1
ENSG00000135299	ANKRD6	6	1	ENST00000369408	5258	14	0	133459	90143094	90276553	0
ENSG00000135299	ANKRD6	6	1	ENST00000520886	569	5	0	162541	90143094	90305635	0
ENSG00000135299	ANKRD6	6	1	ENST00000520458	539	3	0	83276	90193277	90276553	0
ENSG00000135299	ANKRD6	6	1	ENST00000465722	829	7	1	57876	90218677	90276553	0
ENSG00000135299	ANKRD6	6	1	ENST00000523798	546	3	0	57585	90218968	90276553	0
ENSG00000135299	ANKRD6	6	1	ENST00000522441	3157	15	1	28820	90276815	90305635	1
ENSG00000135299	ANKRD6	6	1	ENST00000518150	737	4	0	56314	90276815	90333129	0
ENSG00000083099	LYRM2	6	-1	ENST00000523377	5353	2	0	790	90347601	90348391	1
ENSG00000112159	MDN1	6	-1	ENST00000369393	18413	101	0	15952	90513273	90529225	1
ENSG00000220871	DNAJC19P6	6	1	ENST00000401853	280	0	-9	-9	-9	-9	1
ENSG00000118412	CASP8AP2	6	1	ENST00000551025	7344	8	0	15223	90541058	90556281	1
ENSG00000199630	Y_RNA	6	1	ENST00000362760	96	0	-9	-9	-9	-9	1
ENSG00000135355	GJA10	6	1	ENST00000369352	1652	0	-9	-9	-9	-9	1
ENSG00000252891	Y_RNA	6	-1	ENST00000517082	110	0	-9	-9	-9	-9	1
ENSG00000112182	BACH2	6	-1	ENST00000257749	9113	8	3	117460	90798828	90916288	1
ENSG00000112182	BACH2	6	-1	ENST00000257749	9113	8	4	80105	90718575	90798680	1
ENSG00000112182	BACH2	6	-1	ENST00000257749	9113	8	5	56740	90661581	90718321	1
ENSG00000112182	BACH2	6	-1	ENST00000343122	3981	6	0	89804	90916395	91006199	0
ENSG00000112182	BACH2	6	-1	ENST00000406998	780	3	0	89799	90916400	91006199	0
ENSG00000112182	BACH2	6	-1	ENST00000453877	868	4	1	65173	90916395	90981568	0
ENSG00000112182	BACH2	6	-1	ENST00000470301	618	3	1	65168	90916400	90981568	0
ENSG00000112182	BACH2	6	-1	ENST00000494747	542	3	2	102132	90814156	90916288	0
ENSG00000222078	7SK	6	-1	ENST00000410146	285	0	-9	-9	-9	-9	1
ENSG00000252676	AL391559.1	6	1	ENST00000516867	75	0	-9	-9	-9	-9	1
ENSG00000135341	MAP3K7	6	-1	ENST00000369329	4911	16	0	14957	91281526	91296483	1
ENSG00000200492	U3	6	1	ENST00000363622	110	0	-9	-9	-9	-9	1
ENSG00000265419	AL359987.1	6	1	ENST00000583000	68	0	-9	-9	-9	-9	1
ENSG00000221455	U3	6	1	ENST00000408528	212	0	-9	-9	-9	-9	1
ENSG00000238412	AL589947.1	6	1	ENST00000459381	94	0	-9	-9	-9	-9	1
ENSG00000219387	ATF1P1	6	-1	ENST00000406040	927	1	0	405	93597107	93597512	1
ENSG00000213187	COPS5P	6	-1	ENST00000415778	785	0	-9	-9	-9	-9	1
ENSG00000135333	EPHA7	6	-1	ENST00000369303	6588	16	2	52090	94068129	94120219	1
ENSG00000135333	EPHA7	6	-1	ENST00000369303	6588	16	4	84295	93982140	94066435	1
ENSG00000252249	SNORA18	6	1	ENST00000516440	124	0	-9	-9	-9	-9	1
ENSG00000261366	MANEA-AS1	6	-1	ENST00000564541	2268	0	-9	-9	-9	-9	1
ENSG00000172469	MANEA	6	1	ENST00000358812	4575	4	1	9754	96034859	96044613	1
ENSG00000219941	KRT18P50	6	1	ENST00000404337	1243	0	-9	-9	-9	-9	1
ENSG00000172461	FUT9	6	1	ENST00000302103	2715	2	0	97827	96464088	96561915	1
ENSG00000172461	FUT9	6	1	ENST00000302103	2715	2	1	89021	96562003	96651024	1
ENSG00000233797	UFL1-AS1	6	-1	ENST00000430796	548	6	1	120261	96846910	96967171	1
ENSG00000014123	UFL1	6	1	ENST00000369278	4224	18	5	5631	96976508	96982139	1
ENSG00000112214	FHL5	6	1	ENST00000326771	2031	6	1	40247	97011231	97051478	1
ENSG00000213183	RPS7P8	6	-1	ENST00000418311	581	0	-9	-9	-9	-9	1
ENSG00000207309	U4	6	-1	ENST00000384579	139	0	-9	-9	-9	-9	1
ENSG00000216518	EEF1GP6	6	1	ENST00000402309	905	0	-9	-9	-9	-9	1
ENSG00000112218	GPR63	6	-1	ENST00000417980	2198	2	1	31900	97247757	97279657	1
ENSG00000123545	NDUFAF4	6	-1	ENST00000316149	2399	2	1	5353	97339267	97344620	1
ENSG00000186231	KLHL32	6	1	ENST00000369261	3698	10	2	65315	97424053	97489368	1
ENSG00000186231	KLHL32	6	1	ENST00000369254	708	5	3	62678	97512602	97575280	0
ENSG00000186231	KLHL32	6	1	ENST00000536676	2403	9	2	88451	97424053	97512504	0
ENSG00000186231	KLHL32	6	1	ENST00000539200	2281	8	2	108949	97424053	97533002	0
ENSG00000146263	MMS22L	6	-1	ENST00000275053	8643	24	13	42204	97634566	97676770	1
ENSG00000184486	POU3F2	6	1	ENST00000328345	4081	0	-9	-9	-9	-9	1
ENSG00000112234	FBXL4	6	-1	ENST00000369244	3115	9	6	18644	99328500	99347144	1
ENSG00000232699	BDH2P1	6	1	ENST00000413107	738	0	-9	-9	-9	-9	1
ENSG00000146267	FAXC	6	-1	ENST00000389677	2017	5	3	31624	99739696	99771320	1
ENSG00000146267	FAXC	6	-1	ENST00000538471	941	2	0	51078	99739696	99790774	0
ENSG00000132423	COQ3	6	-1	ENST00000254759	1335	6	0	10250	99831700	99841950	1
ENSG00000132424	PNISR	6	-1	ENST00000369239	5112	11	0	8787	99864304	99873091	1
ENSG00000123552	USP45	6	-1	ENST00000327681	6255	17	12	18141	99894339	99912480	1
ENSG00000228439	TSTD3	6	1	ENST00000452647	962	3	1	5254	99973985	99979239	1
ENSG00000207017	Y_RNA	6	1	ENST00000384290	109	0	-9	-9	-9	-9	1
ENSG00000112237	CCNC	6	-1	ENST00000520429	2473	11	4	6602	99999771	100006373	1
ENSG00000112238	PRDM13	6	1	ENST00000369215	2429	3	2	3726	100057183	100060909	1
ENSG00000199303	Y_RNA	6	-1	ENST00000362433	111	0	-9	-9	-9	-9	1
ENSG00000152034	MCHR2	6	-1	ENST00000281806	2368	5	0	37762	100404050	100441812	1
ENSG00000213177	PRDX2P4	6	1	ENST00000447134	600	0	-9	-9	-9	-9	1
ENSG00000112246	SIM1	6	-1	ENST00000369208	8430	11	9	26901	100841765	100868666	1
ENSG00000112249	ASCC3	6	-1	ENST00000369162	8146	41	35	49247	100988263	101037510	1
ENSG00000164418	GRIK2	6	1	ENST00000421544	4789	15	0	222556	101847268	102069824	1
ENSG00000164418	GRIK2	6	1	ENST00000421544	4789	15	5	113295	102134228	102247523	1
ENSG00000164418	GRIK2	6	1	ENST00000421544	4789	15	12	106709	102376507	102483216	1
ENSG00000164418	GRIK2	6	1	ENST00000358361	1981	6	5	58246	102134228	102192474	0
ENSG00000164418	GRIK2	6	1	ENST00000455610	540	5	1	117042	102130481	102247523	0
ENSG00000164418	GRIK2	6	1	ENST00000487395	1518	1	0	64547	102376507	102441054	0
ENSG00000218536	AP002530.2	6	1	ENST00000405705	684	0	-9	-9	-9	-9	1
ENSG00000202283	SNORA33	6	1	ENST00000365413	134	0	-9	-9	-9	-9	1
ENSG00000216817	R3HDM2P2	6	-1	ENST00000401880	2116	0	-9	-9	-9	-9	1
ENSG00000214428	NPM1P10	6	-1	ENST00000398310	865	1	0	360	104474127	104474487	1
ENSG00000085382	HACE1	6	-1	ENST00000262903	4576	23	5	21649	105259268	105280917	1
ENSG00000252944	U6	6	1	ENST00000517135	105	0	-9	-9	-9	-9	1
ENSG00000187772	LIN28B	6	1	ENST00000345080	5505	3	1	68012	105406161	105474173	1
ENSG00000187772	LIN28B	6	1	ENST00000345080	5505	3	2	51932	105474357	105526289	1
ENSG00000212147	U6	6	-1	ENST00000390845	107	0	-9	-9	-9	-9	1
ENSG00000112276	BVES	6	-1	ENST00000314641	5567	7	6	14473	105549088	105563561	1
ENSG00000203808	BVES-AS1	6	1	ENST00000369122	1716	3	1	19164	105595255	105614419	1
ENSG00000132429	POPDC3	6	-1	ENST00000254765	1345	3	0	17673	105610035	105627708	1
ENSG00000221544	AL359709.1	6	-1	ENST00000408617	84	0	-9	-9	-9	-9	1
ENSG00000252918	AL359709.2	6	-1	ENST00000517109	84	0	-9	-9	-9	-9	1
ENSG00000085377	PREP	6	-1	ENST00000369110	2905	14	9	34771	105736769	105771540	1
ENSG00000219902	RPL35P3	6	-1	ENST00000403133	371	0	-9	-9	-9	-9	1
ENSG00000200198	7SK	6	1	ENST00000363328	315	0	-9	-9	-9	-9	1
ENSG00000057657	PRDM1	6	1	ENST00000369096	5164	6	1	7166	106536324	106543490	1
ENSG00000057663	ATG5	6	-1	ENST00000369076	3216	7	5	46061	106649964	106696025	1
ENSG00000057663	ATG5	6	-1	ENST00000360666	2697	4	1	67857	106696119	106763976	0
ENSG00000252444	U6	6	1	ENST00000516635	111	0	-9	-9	-9	-9	1
ENSG00000207499	Y_RNA	6	1	ENST00000384768	102	0	-9	-9	-9	-9	1
ENSG00000202386	RNA5SP211	6	1	ENST00000365516	117	0	-9	-9	-9	-9	1
ENSG00000200314	Y_RNA	6	1	ENST00000363444	102	0	-9	-9	-9	-9	1
ENSG00000112297	AIM1	6	1	ENST00000369066	7544	19	5	9088	106978190	106987278	1
ENSG00000130347	RTN4IP1	6	-1	ENST00000369063	1682	8	3	16280	107050797	107067077	1
ENSG00000200295	U6	6	1	ENST00000363425	104	0	-9	-9	-9	-9	1
ENSG00000130348	QRSL1	6	1	ENST00000369046	4106	10	0	10644	107077580	107088224	1
ENSG00000216977	RPL21P65	6	1	ENST00000406094	466	0	-9	-9	-9	-9	1
ENSG00000202285	U6	6	-1	ENST00000365415	107	0	-9	-9	-9	-9	1
ENSG00000130349	C6orf203	6	1	ENST00000443043	1517	4	1	9642	107351311	107360953	1
ENSG00000178409	BEND3	6	-1	ENST00000429433	6644	4	3	27601	107392154	107419755	1
ENSG00000252125	U6	6	1	ENST00000516316	100	0	-9	-9	-9	-9	1
ENSG00000164494	PDSS2	6	-1	ENST00000369037	3540	7	0	124658	107655536	107780194	1
ENSG00000164494	PDSS2	6	-1	ENST00000369037	3540	7	1	59971	107595431	107655402	1
ENSG00000164494	PDSS2	6	-1	ENST00000453874	1338	5	3	51694	107515058	107566752	0
ENSG00000214985	AL591516.5	6	-1	ENST00000399375	201	1	0	2	107547292	107547294	1
ENSG00000203384	AL591516.3	6	-1	ENST00000366207	240	1	0	6	107549740	107549746	1
ENSG00000203285	AL591516.2	6	1	ENST00000366115	234	3	0	5	107550561	107550566	1
ENSG00000220237	RPS24P12	6	1	ENST00000402084	394	0	-9	-9	-9	-9	1
ENSG00000203284	AL591516.1	6	1	ENST00000366114	255	1	0	5	107555462	107555467	1
ENSG00000213167	AL591516.4	6	1	ENST00000392674	276	1	0	5	107558500	107558505	1
ENSG00000203281	AL590489.1	6	-1	ENST00000366111	243	1	0	5	107584499	107584504	1
ENSG00000112320	SOBP	6	1	ENST00000317357	5231	6	3	53470	107854814	107908284	1
ENSG00000146285	SCML4	6	-1	ENST00000369022	2377	6	0	74313	108071017	108145330	0
ENSG00000146285	SCML4	6	-1	ENST00000369020	1491	7	0	51740	108093590	108145330	1
ENSG00000146285	SCML4	6	-1	ENST00000463507	1112	5	0	68462	108076868	108145330	0
ENSG00000025796	SEC63	6	-1	ENST00000369002	6411	20	0	28372	108250718	108279090	1
ENSG00000238420	U6	6	1	ENST00000459408	95	0	-9	-9	-9	-9	1
ENSG00000232778	RPL23AP50	6	1	ENST00000434149	455	0	-9	-9	-9	-9	1
ENSG00000253090	SNORA73	6	-1	ENST00000517281	121	0	-9	-9	-9	-9	1
ENSG00000225093	RPL3P7	6	-1	ENST00000417878	1212	0	-9	-9	-9	-9	1
ENSG00000081087	OSTM1	6	-1	ENST00000193322	4467	5	0	9951	108385503	108395454	1
ENSG00000081087	OSTM1	6	-1	ENST00000440575	724	6	1	101268	108385503	108486771	0
ENSG00000238490	Y_RNA	6	1	ENST00000364811	113	0	-9	-9	-9	-9	1
ENSG00000225174	OSTM1-AS1	6	1	ENST00000441184	3334	1	0	32427	108444979	108477406	1
ENSG00000112333	NR2E1	6	1	ENST00000368986	3212	8	7	5650	108502855	108508505	1
ENSG00000112335	SNX3	6	-1	ENST00000230085	1755	3	0	37715	108544249	108581964	1
ENSG00000212525	RNA5SP212	6	1	ENST00000391223	107	0	-9	-9	-9	-9	1
ENSG00000206974	U6	6	1	ENST00000384247	104	0	-9	-9	-9	-9	1
ENSG00000135537	LACE1	6	1	ENST00000368977	4755	12	6	45159	108723258	108768417	1
ENSG00000135537	LACE1	6	1	ENST00000421954	1741	10	0	60436	108616422	108676858	0
ENSG00000135537	LACE1	6	1	ENST00000431865	779	7	1	80881	108687536	108768417	0
ENSG00000200799	U6	6	1	ENST00000363929	105	0	-9	-9	-9	-9	1
ENSG00000118689	FOXO3	6	1	ENST00000343882	7308	3	1	101626	108883032	108984658	0
ENSG00000228976	SUMO2P8	6	-1	ENST00000434672	286	0	-9	-9	-9	-9	1
ENSG00000219565	ZNF259P1	6	-1	ENST00000572422	4912	0	-9	-9	-9	-9	1
ENSG00000118690	ARMC2	6	1	ENST00000392644	3241	17	4	18117	109197553	109215670	1
ENSG00000230290	ARMC2-AS1	6	-1	ENST00000426737	112	1	0	1017	109244247	109245264	1
ENSG00000080546	SESN1	6	-1	ENST00000436639	3509	9	0	91452	109323546	109414998	1
ENSG00000199944	U6	6	-1	ENST00000363074	106	0	-9	-9	-9	-9	1
ENSG00000183137	CEP57L1	6	1	ENST00000520610	1120	9	0	51183	109416778	109467961	0
ENSG00000183137	CEP57L1	6	1	ENST00000407272	2900	12	2	39129	109427293	109466422	1
ENSG00000243587	C6orf183	6	1	ENST00000453496	2469	9	2	12142	109563509	109575651	1
ENSG00000219700	PTCHD3P3	6	-1	ENST00000403073	906	1	0	1028	109609878	109610906	1
ENSG00000203799	CCDC162P	6	1	ENST00000422819	854	4	2	5590	109621572	109627162	1
ENSG00000201023	Y_RNA	6	1	ENST00000364153	102	0	-9	-9	-9	-9	1
ENSG00000135535	CD164	6	-1	ENST00000310786	2993	5	3	5607	109691670	109697277	1
ENSG00000185250	PPIL6	6	-1	ENST00000440797	1693	8	5	16079	109724311	109740390	1
ENSG00000239160	AL109947.1	6	-1	ENST00000459391	67	0	-9	-9	-9	-9	1
ENSG00000135587	SMPD2	6	1	ENST00000258052	1645	9	2	346	109762831	109763177	1
ENSG00000135596	MICAL1	6	-1	ENST00000358807	3645	24	0	1480	109775442	109776922	1
ENSG00000112365	ZBTB24	6	-1	ENST00000230122	5519	6	4	7665	109788937	109796602	1
ENSG00000155085	AKD1	6	-1	ENST00000424296	6326	40	16	24293	109907275	109931568	1
ENSG00000253037	AL109947.2	6	1	ENST00000517228	140	0	-9	-9	-9	-9	1
ENSG00000112367	FIG4	6	1	ENST00000230124	3011	22	21	28237	110118054	110146291	1
ENSG00000146360	GPR6	6	1	ENST00000275169	1624	0	-9	-9	-9	-9	1
ENSG00000112290	WASF1	6	-1	ENST00000392587	2675	8	0	51810	110448832	110500642	0
ENSG00000112290	WASF1	6	-1	ENST00000368938	678	4	1	50969	110448832	110499801	0
ENSG00000112290	WASF1	6	-1	ENST00000392589	3220	10	2	33006	110448832	110481838	1
ENSG00000168438	CDC40	6	1	ENST00000368932	3927	15	1	12549	110501836	110514385	1
ENSG00000053328	METTL24	6	-1	ENST00000338882	1119	4	3	52662	110567463	110620125	1
ENSG00000203797	DDO	6	-1	ENST00000368924	2130	4	3	11432	110714545	110725977	1
ENSG00000004809	SLC22A16	6	-1	ENST00000368919	1987	7	0	19505	110778220	110797725	1
ENSG00000260188	CTA-331P3.1	6	1	ENST00000569685	1530	0	-9	-9	-9	-9	1
ENSG00000155111	CDK19	6	-1	ENST00000368911	6246	12	0	68808	111067404	111136212	1
ENSG00000155111	CDK19	6	-1	ENST00000368911	6246	12	1	75585	110991744	111067329	1
ENSG00000155111	CDK19	6	-1	ENST00000460913	448	2	0	144468	110991744	111136212	0
ENSG00000200522	U6	6	-1	ENST00000363652	99	0	-9	-9	-9	-9	1
